Character,Betweenness Centrality,PageRank,Degree
Ermesande Hayford,2.3726863988609978e-05,0.00044567964672850575,0.017110266159695818
Septon Chayle,6.683165458917937e-05,0.0006722187033991493,0.034220532319391636
Alebelly,6.524495803718473e-05,0.0005071495197655448,0.019011406844106463
Black Walder,0.00021994054005062863,0.0019479675697436595,0.060836501901140684
Walder Rivers,0.0018821247680106264,0.0018386199773383072,0.0779467680608365
Palla,6.871698835935833e-05,0.0007393369949038987,0.03612167300380228
Jaqen H'ghar,0.000266160170635042,0.001209671290981373,0.022813688212927757
Rorge,0.0008202471057900082,0.0020984714601419716,0.045627376425855515
Biter,0.00039843238473089904,0.0013921999812920981,0.03612167300380228
Hop-Robin,1.533350370559673e-06,0.0006500114532313267,0.015209125475285171
Arron,5.954154086892751e-05,0.0010239076020330316,0.04182509505703422
Emrick,5.954154086892751e-05,0.0010239076020330316,0.04182509505703422
Satin,0.0006421579201619557,0.002157963805754534,0.06463878326996197
Thoren Smallwood,6.808208151943879e-05,0.0011272450536747203,0.03231939163498099
Aegon IV Targaryen,0.01046741668558465,0.0022896102613884388,0.013307984790874524
Aerion Targaryen,0.0,0.0003393651626273099,0.005703422053231939
Robin Ryger,9.863692848413285e-05,0.0008307187409717414,0.026615969581749048
Desmond Grell,0.0002285986112121486,0.001003282198137776,0.039923954372623575
Stafford Lannister,0.00027182653988247534,0.0009301443621422855,0.04182509505703422
Daven Lannister,0.0006606833831381055,0.0014384377698118526,0.058935361216730035
Jacelyn Bywater,5.0171396187907945e-05,0.0007395479442266822,0.034220532319391636
Dale Seaworth,0.0002953226896482558,0.0006773253309829261,0.017110266159695818
Devan Seaworth,0.0016925333741284938,0.0014591578793343326,0.039923954372623575
Marya Seaworth,0.0,0.0006225281530494423,0.005703422053231939
Sawane Botley,8.440908440449258e-05,0.0005832024422675105,0.009505703422053232
Gorold Goodbrother,0.0,0.0005210525272743105,0.0076045627376425855
Rodrik Harlaw,0.00035419277582456656,0.0009721925300250159,0.02091254752851711
Euron Greyjoy,0.0055116466820847795,0.0029524592341517164,0.03231939163498099
Victarion Greyjoy,0.0076220863166737455,0.0023850988571948633,0.03231939163498099
Dagmer Cleftjaw,4.107063807186575e-05,0.0005770742655513402,0.011406844106463879
Aeron Greyjoy,0.0010627379871873028,0.0021233100855719052,0.030418250950570342
Alannys Harlaw,6.92184895074836e-06,0.0013612431824679963,0.017110266159695818
Asha Greyjoy,0.005790193145252458,0.003484027101709961,0.043726235741444866
Rodrik Greyjoy,6.462574080781621e-05,0.0009930593842203748,0.017110266159695818
Leyton Hightower,0.0009594068560205521,0.0005969175612535973,0.028517110266159697
Ryman Frey,0.0017553068479220736,0.0018603378418467081,0.06463878326996197
Lyle Crakehall,0.0017594503577231942,0.0010354388211346287,0.051330798479087454
Pyat Pree,2.069268772147642e-06,0.0008131883595163477,0.017110266159695818
Xaro Xhoan Daxos,0.0001171312229357209,0.000989091404378437,0.024714828897338403
Quaithe,0.0,0.0005738718181368223,0.013307984790874524
Bedwyck,0.00016227978130683814,0.001157138991872271,0.04752851711026616
Eddison Tollett,0.0024853632115269665,0.0034842659273363556,0.09695817490494296
Jarman Buckwell,8.696559805759568e-05,0.0009450021119846887,0.030418250950570342
Mallador Locke,4.24234264538447e-06,0.0007453096627372494,0.02091254752851711
Ottyn Wythers,2.420707845037978e-05,0.0007659288128192654,0.022813688212927757
Maester Frenken,8.671042477860595e-05,0.0007263301804496553,0.049429657794676805
Alayaya,0.00010294991087990916,0.0005940144742995191,0.019011406844106463
Poxy Tym,4.6715905716321416e-05,0.0008960875979330803,0.03612167300380228
Donella Hornwood,6.172689999746993e-05,0.0008606255805499766,0.019011406844106463
Ramsay Snow,0.003593094055981791,0.004547428371038664,0.08745247148288973
Reek,8.992714709442863e-06,0.0004216711584925257,0.009505703422053232
Mors Umber,0.0002846860066106993,0.0006643706792588118,0.022813688212927757
Hother Umber,0.00017904953161506648,0.0012301415163511822,0.03802281368821293
Sybelle Glover,0.00027248782635256095,0.0006631108667842281,0.011406844106463879
Leobald Tallhart,1.940825598514033e-05,0.0007536661070592236,0.017110266159695818
Benfred Tallhart,8.425382152655229e-05,0.0005859831855144229,0.011406844106463879
Ondrew Locke,6.281771820905685e-05,0.0005277946443361996,0.022813688212927757
Cley Cerwyn,0.00024220308136851717,0.0007110844196883846,0.02091254752851711
Hallyne,0.0002444483205484035,0.0005979345773829351,0.030418250950570342
Tyrek Lannister,0.0003282083359980028,0.001046627388721133,0.058935361216730035
Chiswyck,2.4445226299438485e-05,0.0006700379895337656,0.019011406844106463
Raff the Sweetling,0.00033369361875400136,0.0015998741123000942,0.02091254752851711
Rossart,2.5183849027866224e-05,0.0004616508442459759,0.011406844106463879
Trystane Martell,0.00043862625811432344,0.0010123329702606892,0.022813688212927757
Meera Reed,0.0011329567120297332,0.0018118400219268426,0.051330798479087454
Jojen Reed,0.0016100669644174503,0.0019813783921542177,0.053231939163498096
Lord Estermont,0.0004204269967474264,0.0005960367031279906,0.03231939163498099
Ronnet Connington,0.0011539405537432863,0.0010308700854341282,0.051330798479087454
Brienne Tarth,0.011876265626645632,0.004563708200208041,0.11216730038022814
Selwyn Tarth,1.9431512781378964e-05,0.0005497433615393187,0.009505703422053232
Lucas Blackwood,1.966217186534751e-05,0.0005382393934366444,0.019011406844106463
Guyard Morrigen,0.0004081314048516654,0.0005807861622659581,0.030418250950570342
Mark Mullendore,0.0004668704644294208,0.000824022673675288,0.045627376425855515
Cortnay Penrose,0.00027598934362268237,0.0007012146052400198,0.022813688212927757
Craster,0.0003205489829989654,0.001550685141099993,0.03802281368821293
Gilly,0.0011314223422134151,0.0021319946257779597,0.039923954372623575
Wex Pyke,0.0006668261657029677,0.0008219950713738056,0.028517110266159697
Qarl,2.7793272638097624e-05,0.00047977616361532784,0.0076045627376425855
The Tickler,4.364853948422474e-05,0.001540690187043772,0.02091254752851711
Dunsen,0.0,0.001245637818008405,0.015209125475285171
Weese,0.0,0.0003797782879822344,0.0038022813688212928
Polliver,4.364853948422474e-05,0.0013691948671552914,0.02091254752851711
Pia,0.0009458398014372289,0.0007713384795466119,0.024714828897338403
Martyn Lannister,0.00011548284945405934,0.0006977108773525607,0.03231939163498099
Emmon Cuy,6.60657861770456e-05,0.0007713963173166666,0.022813688212927757
Edwyn Frey,0.0005792071802640456,0.0016988943082867807,0.06844106463878327
Petyr Frey,0.00019615942668317228,0.0014106045814814832,0.055133079847908745
Aegon Frey,0.0001240292305147759,0.0012318135636258261,0.049429657794676805
Alester Florent,0.0005316240966019478,0.0010821815634225259,0.030418250950570342
Lorren,0.00013114908215836762,0.0009171939127913549,0.03612167300380228
Osmund Kettleblack,0.0018443647606028268,0.003569982914636762,0.09885931558935361
Osney Kettleblack,0.0010272294540033093,0.0016324726059808205,0.07604562737642585
Osfryd Kettleblack,0.000543838437991489,0.0012573266360841702,0.057034220532319393
Tygett Lannister,2.239942037248862e-05,0.0007528185798422335,0.03231939163498099
Rattleshirt,0.001763229741805124,0.0016618361455515887,0.045627376425855515
Harma,2.4141469008389164e-06,0.0008439375894101022,0.02091254752851711
Alfyn Crowkiller,2.8969762810066994e-06,0.0003894197818239073,0.0076045627376425855
The Weeper,0.00011304169265367696,0.0010408424954011378,0.026615969581749048
Ebben,2.356350688108393e-05,0.0005672337541921698,0.013307984790874524
Symon Silver Tongue,0.0,0.00045728169132966845,0.0076045627376425855
Aenys Frey,0.0025385740294814477,0.002088860901567913,0.08365019011406843
Shagwell,0.0006142874687099135,0.0016310357712038556,0.039923954372623575
High Septon 2,0.00019255948344876076,0.0009781293160300401,0.058935361216730035
Stonesnake,2.5006211225331633e-05,0.0006592247983230446,0.013307984790874524
Orell,0.0,0.0005138213516826293,0.005703422053231939
Ygritte,0.00013572284282256484,0.002472084093621522,0.03231939163498099
Garlan Tyrell,0.0005330825448640461,0.0016461798562208514,0.06273764258555133
Belwas,0.0001321442804336739,0.002335544369643291,0.039923954372623575
Steelshanks Walton,0.0006105136950457108,0.0009594943007917221,0.04182509505703422
Qyburn,0.005641149308844803,0.002370617967720238,0.08555133079847908
Urswyck,6.070759875890606e-05,0.0009019169484632645,0.030418250950570342
Josmyn Peckledon,0.0001750282331594636,0.000691297157585816,0.022813688212927757
Aurane Waters,0.0002147206634723427,0.0009175519216621291,0.03802281368821293
Joanna Lannister,0.00030414583487304735,0.0012050842863151042,0.03231939163498099
Maester Ballabar,1.6525928455815785e-05,0.00044902117108039824,0.017110266159695818
Paul,0.00022228576958987259,0.0006929562025660976,0.011406844106463879
Kedge,0.0001583476204761887,0.0007503279880193022,0.03802281368821293
Donnel Hill,0.0001009429856260723,0.0009499062030026156,0.03802281368821293
Arianne Martell,0.0025584372220524444,0.0014794249078035314,0.034220532319391636
Alerie Hightower,0.00027396895866462845,0.001179694538237538,0.043726235741444866
Olenna Redwyne,0.0003623053818154539,0.001998384256032143,0.049429657794676805
Kennos,7.757734673681705e-05,0.0006773031031041825,0.02091254752851711
Erryk,4.091116646639627e-05,0.0007580791781907825,0.028517110266159697
Arryk,4.091116646639627e-05,0.0007580791781907825,0.028517110266159697
Megga Tyrell,0.00016052843551118005,0.001554221904055924,0.04752851711026616
Alla Tyrell,9.474438218726403e-05,0.0014675096525175433,0.043726235741444866
Elinor Tyrell,0.00036265368376166957,0.001556084856987205,0.053231939163498096
Taena Merryweather,0.0011195855459959806,0.0018588924386287041,0.07224334600760456
Willas Tyrell,0.00015298853050238972,0.0012095985982092513,0.03802281368821293
Oberyn Martell,0.005618588023710844,0.0029282399774227972,0.08365019011406843
Ryk,1.0734331755515896e-05,0.0007006862650660553,0.019011406844106463
Styr,6.95003045081896e-05,0.0013180561420039019,0.026615969581749048
Tormund,0.0003485012580631186,0.0022029394724637956,0.03612167300380228
Val,0.0010503147948451176,0.0022568360478104816,0.045627376425855515
Jarl,0.0001362363323408391,0.0011752004237260058,0.022813688212927757
Groleo,9.796960409530985e-05,0.0011860289074038942,0.034220532319391636
Jon Connington,0.002022587272455419,0.001839541100598467,0.053231939163498096
Sharna,0.0,0.0007376500508620574,0.019011406844106463
Sumner Crakehall,0.0,0.00038129632558696737,0.0038022813688212928
Owen Merryweather,7.292269736693936e-05,0.0006317430992320681,0.019011406844106463
Qarlton Chelsted,3.0447275313592723e-05,0.0004843153052913367,0.011406844106463879
Aegon II Targaryen,0.0,0.0007048332909027997,0.0019011406844106464
Lem,0.0005044473187058719,0.0014742788888726065,0.03612167300380228
Tom Sevenstrings,0.0010387765372177442,0.0015866583723570667,0.04182509505703422
Pello,1.4988385178845627e-05,0.0009760667329040085,0.024714828897338403
Jack,0.0004880820833215385,0.0013030814258343537,0.03612167300380228
Sybell Westerling,0.00010352939061244539,0.00098800722565319,0.022813688212927757
Rolph Spicer,6.598494934138347e-05,0.0009333300814101064,0.022813688212927757
Raynald Westerling,9.313068096899857e-05,0.0010613696299797907,0.03802281368821293
Rollam Westerling,0.0,0.0008375510841224467,0.017110266159695818
Jeyne Westerling,0.00012957205934666362,0.0013155332793968338,0.026615969581749048
Mag the Mighty,2.8971577643540497e-06,0.0004810532443580762,0.0076045627376425855
Varamyr,0.004150066995659749,0.001156946169518237,0.028517110266159697
Toregg,7.322912265878045e-06,0.0005735072753744599,0.013307984790874524
Melessa Florent,5.464961738725998e-06,0.0005079720146009333,0.0076045627376425855
Other 2,0.0,0.0005691260544805669,0.0038022813688212928
Horton Redfort,6.735666025129827e-05,0.0006083229235287868,0.019011406844106463
Quentyn Martell,0.0020240222036626526,0.0020320031674053514,0.03612167300380228
Timeon,0.00036461324153598887,0.0010894952580364965,0.03231939163498099
Zollo,3.420559896022407e-05,0.0009713078886761341,0.028517110266159697
Ravella Smallwood,9.099476780085145e-07,0.0006541826872133359,0.02091254752851711
Missandei,0.00011264034851207686,0.002558754356788054,0.039923954372623575
Maester Pylos,3.032053548077448e-06,0.0005676391535822266,0.015209125475285171
Garth Tyrell,3.133202358638223e-05,0.0006674344819451697,0.02091254752851711
Orton Merryweather,0.00013464237737280898,0.0010979321206772289,0.03802281368821293
Ser Tallad,0.000127090605198229,0.0009122852644727524,0.04182509505703422
Hamish the Harper,0.0,0.00034335097245915343,0.0076045627376425855
Gerion Lannister,0.0,0.0007785246525715692,0.022813688212927757
Ulmer,0.00180532990917209,0.0012039060786469516,0.04182509505703422
Wenda,4.336568617418039e-05,0.0003643560370488228,0.0038022813688212928
Garth Greyfeather,0.00011752429113242446,0.0008502291903488709,0.030418250950570342
Monster,0.00027260614849064003,0.001187917759096458,0.022813688212927757
Lothar Frey,0.00025946784616247894,0.001363306985773041,0.06273764258555133
Roslin Frey,0.00022741446277682348,0.0015484169176083408,0.051330798479087454
Daemon Blackfyre,4.575443496598024e-05,0.000785844803372932,0.0076045627376425855
Rolland Storm,2.5168503822682007e-05,0.00038261501407961063,0.0076045627376425855
Fat Walda,0.00038277897115954765,0.0016210600228459071,0.058935361216730035
Daemon Sand,0.0004241219563145882,0.0007743225583547844,0.030418250950570342
Ellaria Sand,0.001059097743977971,0.000933561727472942,0.039923954372623575
Dick Follard,0.0,0.0005275136509426788,0.0076045627376425855
Grey Worm,0.00011336820890781676,0.0022068819329683674,0.04182509505703422
Daario Naharis,0.00013282272330187786,0.002624274793032884,0.04182509505703422
Pyg,0.0002516052040963128,0.0008487241799058017,0.024714828897338403
Coldhands,1.3776242856234734e-05,0.0006777623293544692,0.013307984790874524
Mully,0.0006189535487233867,0.0015505076256965105,0.06463878326996197
Kegs,7.143844867828506e-06,0.0008086419552391275,0.03231939163498099
Red Alyn,4.2834655705898646e-05,0.0008176876505237878,0.03231939163498099
Hairy Hal,2.3535725267155985e-05,0.0005669647347272602,0.017110266159695818
Owen the Oaf,0.0007739544720262385,0.0016434260761901541,0.06463878326996197
Ben Plumm,0.0037577075002269344,0.0015666637468933044,0.043726235741444866
Oppo,3.245797668495604e-05,0.0005015538731586651,0.005703422053231939
Penny,0.000141519229183236,0.0009154338822755055,0.009505703422053232
Oswell Kettleblack,8.046828235687531e-05,0.0005372996984504557,0.015209125475285171
Horse,0.0004519732333144245,0.001579375554204272,0.053231939163498096
Jack Bulwer,0.00038758420490271075,0.0010975328237521251,0.051330798479087454
Duncan Targaryen,0.0,0.0004784628969348934,0.0076045627376425855
Maelys Blackfyre,0.00908278666185929,0.0007788001243966029,0.0076045627376425855
Cleon,0.0,0.00033904036259189865,0.0019011406844106464
Squire Sarsfield,0.0,0.000591746505896224,0.009505703422053232
born-in-battle,5.9860267326547034e-05,0.0014642012182304305,0.022813688212927757
Sigorn,7.941796688990584e-05,0.0006512770138044327,0.022813688212927757
Maester Harmune,0.0,0.0003899700705173574,0.0038022813688212928
Emmett,0.0001806857710467452,0.0010079498962697114,0.039923954372623575
Areo Hotah,6.397869976787505e-05,0.0008718315060156094,0.022813688212927757
Nymeria Sand,2.3787922661823698e-05,0.0007589385983978103,0.019011406844106463
Tyene Sand,3.7066887284160505e-06,0.000768858473482867,0.017110266159695818
Senelle,1.9714285438675552e-05,0.0004887866477471146,0.019011406844106463
Jocelyn Swyft,3.531124892187635e-05,0.0007306863899672165,0.02091254752851711
the waif,0.0,0.0005932363501503252,0.0038022813688212928
the kindly man,0.0,0.0005932363501503252,0.0038022813688212928
Lambert Turnberry,7.754764100491632e-05,0.0007524904064287324,0.034220532319391636
Dick Crabb,7.672427953138163e-06,0.0005647836591883515,0.009505703422053232
Tristifer Botley,0.0005826673101377964,0.000986857139439832,0.026615969581749048
Baelor Blacktyde,5.887214564674539e-06,0.0006922666407086766,0.013307984790874524
Lucas Codd,0.0,0.0006936627000460657,0.009505703422053232
The Red Oarsman,0.0,0.0006944007424413991,0.009505703422053232
Melara Hetherspoon,0.0,0.000606838533312857,0.0038022813688212928
The Blue Bard,8.363218460403769e-05,0.0009354076592208209,0.03802281368821293
Maggy the Frog,0.0,0.0005890167404991283,0.0038022813688212928
Aegor Rivers,0.0012620630174285078,0.0007635554887224514,0.0076045627376425855
Hyle Hunt,0.0005283847194592927,0.000819140259974181,0.028517110266159697
Dermot,6.579679654549064e-05,0.0006402646391061238,0.022813688212927757
Dorcas,1.288633326494869e-05,0.0006312740402661954,0.019011406844106463
Ralf the Limper,0.0,0.0005670355432056088,0.009505703422053232
Gerold Dayne,2.963845701016298e-05,0.0005460903549583996,0.011406844106463879
Cletus Yronwood,1.8163581444407082e-05,0.000656487810382675,0.0076045627376425855
Brusco,0.0,0.0003298213503891914,0.0019011406844106464
High Septon 3,2.5785821749366195e-06,0.0005309594753934428,0.013307984790874524
Mother Mole,0.0,0.00031444111322365945,0.0019011406844106464
Reznak mo Reznak,0.0003335679372388789,0.0018988437647985531,0.053231939163498096
Skahaz mo Kandaq,0.00023531978963729888,0.001797461750115674,0.049429657794676805
Galazza Galare,1.0588703408001087e-05,0.0010462550437426664,0.024714828897338403
Hizdahr zo Loraq,0.0004889459347378702,0.002293154903683964,0.045627376425855515
Godry Farring,5.481759558132313e-05,0.0008380488274212148,0.022813688212927757
Arnolf Karstark,0.0008481207093361854,0.0009916015631503195,0.030418250950570342
three-eyed crow,0.003533757322636134,0.0006064549925795349,0.011406844106463879
Gerris Drinkwater,0.0005857366141410253,0.0012742694347518525,0.022813688212927757
Archibald Yronwood,0.0006089911343420583,0.0012307096905617146,0.024714828897338403
Richard Horpe,5.0934928961742116e-05,0.0007838364631089493,0.02091254752851711
Justin Massey,0.0005533095875038601,0.0008102617430728683,0.024714828897338403
Haldon,0.0,0.0008938488822546279,0.013307984790874524
Rolly Duckfield,0.0,0.0010302050882273974,0.013307984790874524
Lemore,0.0,0.0007644975955924669,0.013307984790874524
Ysilla,0.0,0.0007148134720919277,0.013307984790874524
Rhaegar Frey,9.923818064270898e-05,0.0005909612706029689,0.017110266159695818
Marselen,1.454523507755447e-05,0.0007016301142138059,0.026615969581749048
Khrazz,0.0,0.00083439989116486,0.013307984790874524
Goghor,4.828293801677833e-06,0.0009567972501039852,0.02091254752851711
The Spotted Cat,4.828293801677833e-06,0.0009567972501039852,0.02091254752851711
Belaquo,4.828293801677833e-06,0.0009567972501039852,0.02091254752851711
Ben Bones,3.5672872821970795e-06,0.0009059349764622461,0.017110266159695818
Damon,2.0456040024438108e-05,0.0010637602384403247,0.02091254752851711
Sour Alyn,2.4023327306635185e-05,0.0011627467423561291,0.022813688212927757
Skinner,2.0456040024438108e-05,0.0010852503226495842,0.02091254752851711
Yellow Dick,2.2393778148568917e-05,0.0010045957871168331,0.02091254752851711
Ty,3.621220351258374e-07,0.0005646554772311949,0.019011406844106463
Bloodbeard,0.0003544291381078306,0.0008451693193706769,0.017110266159695818
The Tattered Prince,0.00010267074597553576,0.0011693809656883028,0.019011406844106463
Yurkhaz zo Yunzak,1.1402690209974583e-05,0.0008338528685699137,0.011406844106463879
Yezzan zo Qaggaz,0.0016377737451552527,0.0006930852288796804,0.013307984790874524
Meris,0.00012919101061211667,0.0009936876056039923,0.022813688212927757
Barbrey Dustin,0.00014500820034106635,0.0006732201407474924,0.026615969581749048
Harwood Stout,9.588101166452433e-07,0.0006392857964103039,0.019011406844106463
Leathers,0.0003317615867955884,0.0011560158609064987,0.04752851711026616
Wun Wun,5.260794375246956e-05,0.000708900641326355,0.024714828897338403
Hero,0.0,0.0006419347930516077,0.013307984790874524
